english,vietnamese,exampleSentence,englishMeaning,difficulty,category
downtown,trung tâm thành phố,This is an example for downtown.,"The main business part of a city or town, usually located at or near its center.",C2,Housing
corridor,hành lang,The corridor is very important.,Meaning of corridor.,B1,Mixed
patio,sân,The patio is very important.,Meaning of patio.,C2,Mixed
malfunction,hỏng hóc,The malfunction is very important.,Meaning of malfunction.,C2,Mixed
flyer,tờ rơi,The flyer is very important.,Meaning of flyer.,B2,Mixed
cord,dây,The cord is very important.,Meaning of cord.,B2,Mixed
outlet,"lối ra, ổ cắm",The outlet is very important.,Meaning of outlet.,A2,Mixed
grip,nắm,The grip is very important.,Meaning of grip.,B1,Mixed
tack,"đóng, dán",The tack is very important.,Meaning of tack.,B2,Mixed
shutter,"cửa chớp, cửa trập",The shutter is very important.,Meaning of shutter.,C2,Mixed
pillow,gối,The pillow is very important.,Meaning of pillow.,C2,Mixed
utensil,đồ dùng,The utensil is very important.,Meaning of utensil.,C1,Mixed
chop,thái,The chop is very important.,Meaning of chop.,A2,Mixed
scatter,rải rác,The scatter is very important.,Meaning of scatter.,C1,Mixed
pile,chồng,The pile is very important.,Meaning of pile.,B1,Mixed
canopy,"vòm, mái che",The canopy is very important.,Meaning of canopy.,C2,Mixed
windmill,cối xay gió,The windmill is very important.,Meaning of windmill.,A2,Mixed
screwdriver,tô vít,The screwdriver is very important.,Meaning of screwdriver.,A2,Mixed
screw,vặn,The screw is very important.,Meaning of screw.,B1,Mixed
nail,đinh,The nail is very important.,Meaning of nail.,B2,Mixed
hammer,búa,The hammer is very important.,Meaning of hammer.,C2,Mixed
bake,nướng,The bake is very important.,Meaning of bake.,C2,Mixed
bacon,thịt xông khói,The bacon is very important.,Meaning of bacon.,A2,Mixed
chairlift,cáp treo,The chairlift is very important.,Meaning of chairlift.,A2,Mixed
scissors,cái kéo,The scissors is very important.,Meaning of scissors.,A2,Mixed
curtains,rèm cửa,The curtains is very important.,Meaning of curtains.,C2,Mixed
precedence,quyền ưu tiên,The precedence is very important.,Meaning of precedence.,C1,Mixed
simultaneously,đồng thời,The simultaneously is very important.,Meaning of simultaneously.,C1,Mixed
interpretation,giải thích,The interpretation is very important.,Meaning of interpretation.,A2,Mixed
hello,xin chào,This is an example for hello.,"""Hello!"" or an equivalent greeting.",A1,Daily Communication
goodbye,chào tạm biệt,This is an example for goodbye.,"An utterance of goodbye, the wishing of farewell to someone.",A1,Daily Communication
please,làm vui lòng ; xin mời,This is an example for please.,To make happy or satisfy; to give pleasure to.,A1,Daily Communication
thank,cảm ơn,This is an example for thank.,An expression of appreciation; a thought.,A1,Daily Communication
sorry,"xin lỗi, lấy làm tiếc",This is an example for sorry.,The act of saying sorry; an apology.,A1,Daily Communication
yes,Có,This is an example for yes.,An affirmative expression; an answer that shows agreement or acceptance.,A1,Daily Communication
no,không,This is an example for no.,A negating expression; an answer that shows disagreement or disapproval,A1,Daily Communication
maybe,"có thể, có lẽ",This is an example for maybe.,Something that is possibly true.,A1,Daily Communication
here,đây,This is an example for here.,(abstract) This place; this location.,A1,Daily Communication
there,ở nơi đó,This is an example for there.,That place.,A1,Daily Communication
who,Ai,This is an example for who.,A person under discussion; a question of which person.,A1,Daily Communication
what,cái gì,This is an example for what.,(Singlish) Used to contradict an underlying assumption held by the interlocutor.,A1,Daily Communication
when,khi,This is an example for when.,The time at which something happens.,A1,Daily Communication
where,trong đó,This is an example for where.,The place in which something happens.,A1,Daily Communication
why,vì sao,This is an example for why.,Reason,A1,Daily Communication
how,làm sao,This is an example for how.,The means by which something is accomplished.,A1,Daily Communication
name,name,This is an example for name.,"Any nounal word or phrase which indicates a particular person, place, class, or thing.",A1,Daily Communication
age,age,This is an example for age.,"The whole duration of a being, whether animal, plant, or other kind, being alive.",A1,Daily Communication
family,family,This is an example for family.,"A group of people who are closely related to one another (by blood, marriage or adoption); kin; for example, a set of parents and their children; an immediate family.",A1,Daily Communication
mother,mẹ,This is an example for mother.,A (human) female who has given birth to a baby,A1,Daily Communication
father,cha,This is an example for father.,A (generally human) male who begets a child.,A1,Daily Communication
sister,"chị, em gái",This is an example for sister.,A daughter of the same parents as another person; a female sibling.,A1,Daily Communication
brother,brother,This is an example for brother.,Son of the same parents as another person.,A1,Daily Communication
friend,người bạn,This is an example for friend.,"A person other than a family member, spouse or lover whose company one enjoys and towards whom one feels affection.",A1,Daily Communication
boy,"con trai, thiếu niên",This is an example for boy.,A young male.,A1,Daily Communication
girl,con gái,This is an example for girl.,"A female child, adolescent, or a young woman.",A1,Daily Communication
man,con người; đàn ông,This is an example for man.,An adult male human.,A1,Daily Communication
woman,phụ nữ,This is an example for woman.,An adult female human.,A1,Daily Communication
child,child,This is an example for child.,"A person who has not yet reached adulthood, whether natural (puberty), cultural (initiation), or legal (majority)",A1,Daily Communication
baby,em bé,This is an example for baby.,"A very young human, particularly from birth to a couple of years old or until walking is fully mastered.",A1,Daily Communication
home,trang chủ,This is an example for home.,A dwelling.,A1,Daily Communication
